,addresses,zip,lat,long
1889,8719 Redbud Woods,78250-2632,29.515904,-98.655967
1890,1207 Lombrano,78207,29.44429,-98.540322
1891,433 Stadium Dr,78212,29.460019,-98.481342
1892,5707 Stemmons,78238-2603,29.481516,-98.599218
1893,5702 Elm Valley,78242-1735,29.36005,-98.613411
1894,6206 Apple Valley Dr,78242-1506,29.364888,-98.626365
1895,14250 Judson Rd,78233-4480,29.570499,-98.367495
1896,5914 Distribution,78218-5531,29.481044,-98.391836
1897,1300 Rittiman Rd,78234,29.484859,-98.425562
1898,1200 Military Dr Se,78214-2804,29.354611,-98.478746
1899,1702 Lennon Ave,78223-2558,29.371456,-98.469023
1900,8231 Quail Creek Dr,78218-1503,29.512524,-98.415857
1901,1639 Mariposa W,78201-2919,29.480908,-98.522337
1902,710 Brookview Dr,78213-3801,29.497927,-98.511287
1903,1817 Hackberry St N,78208-1024,29.442201,-98.473241
1904,100 Greenwich Blvd,78209-4160,29.488134,-98.454405
1905,2411 San Pedro Ave,78212-2833,29.457874,-98.499296
1906,6515 Commerce St W,78227-1509,29.434188,-98.590565
1907,1321 Lee Hall,78201-3611,29.476045,-98.516516
1908,426 Wake Forrest,,29.425173,-98.494599
1909,2200 Orr Dr,78227-3718,29.409558,-98.62405
1910,7106 Westbriar,78227-2802,29.409844,-98.629642
1911,5422 Havencrest Dr,78242-1318,29.366044,-98.602117
1912,230 Mt Vernon Ct,78223-2054,29.372949,-98.470947
1913,6218 New Braunfels Ave S,78223-3001,29.363972,-98.456379
1914,8002 Campfire Ln,78227-2670,29.409271,-98.646015
1915,909 Garraty Rd,78209-6154,29.474927,-98.444755
1916,520 Terrell Rd,78209-6129,29.471344,-98.449869
1917,402 Roslyn Ave,78204-2447,29.397912,-98.521177
1918,4215 Fondren,78217-1713,29.564486,-98.40751
1919,122 Woodward,78204-1119,29.420728,-98.492799
1920,327 Montrose,78223-2529,29.369668,-98.464431
1921,1539 Wildwood W,78201-3063,29.479705,-98.508721
1922,819 San Angelo,78201-2549,29.485662,-98.508625
1923,750 Loop 410 Ne,78220,29.414087,-98.389633
1924,1803 Fresno,78201-3524,29.474427,-98.524395
1925,115 Josephine St W,78212-4125,29.445962,-98.483228
1926,700 Brazos St S,78207-4902,29.420505,-98.514118
1927,4935 Golden Quail,78240-1541,29.533309,-98.588145
1928,402 Artemis Dr,78218-2622,29.50082,-98.410748
1929,506 Brookview Dr,78213-4117,29.496129,-98.511164
1930,2803 Mossrock,78230-5117,29.512698,-98.538789
1931,9426 Wind Dancer,78251-4969,29.451451,-98.668093
1932,10787 Southton Rd,78223-4803,29.311121,-98.43175
1933,418 Avalon,78213-4016,29.494186,-98.527278
1934,7002 Iceberg Ln,78238-1218,29.50105,-98.632623
1935,1714 Travis St W,78207-3958,29.428696,-98.513736
1936,2819 Woodcliffe Dr,78230-5140,29.513586,-98.538966
1937,9307 Broadway,78215,29.44005,-98.477843
1938,1400 Villaret Blvd W,78224-2417,29.325459,-98.543011
1939,4910 Roan Brook,78251-4331,29.481835,-98.686529
1940,15502 Elm Park Dr,78247-2905,29.582176,-98.4317
1941,2204 Poplar St W,78207-1425,29.440968,-98.527973
1942,103 Morgans Cir,78216-8506,29.550272,-98.473661
1943,7701 Hatt Ln,78209,29.506507,-98.448206
1944,6800 Farrow Place,78240-3427,29.497174,-98.600392
1945,101 Lindell Place,78212-3109,29.4515,-98.482237
1946,7610 Northway,78213-3124,29.504607,-98.51954
1947,1311 Aylsbury Dr,78216-2925,29.554484,-98.473212
1948,100 Pyle,78223,29.370223,-98.445918
1949,900 Wiltshire Ave,78209-2851,29.482728,-98.448784
1950,5006 Beverly Mae Dr E,78229-4940,29.497869,-98.584914
1951,3714 Neer Ave,78213-4522,29.489322,-98.520428
1952,7710 Northway,78213-3125,29.505855,-98.519271
1953,2902 Goliad Rd,78223-3900,29.353977,-98.432327
1954,205 Castle Ln E,78213-2117,29.528103,-98.521031
1955,240 Rockwood,78210-4032,29.389241,-98.475439
1956,3611 Travis St W,78207-3228,29.430899,-98.537545
1957,4919 Pecan Grove Blvd,78222-3501,29.376714,-98.419884
1958,4002 Barrington,78217-4204,29.522899,-98.417592
1959,3440 Fredericksburg Rd,78201,29.47516,-98.536701
1960,1300 Harry Wurzbach,78234,29.472682,-98.436715
1961,10102 Us Hwy 90 W,78236,29.387049,-98.677686
1962,7402 Potranco Rd,78251,29.453145,-98.637623
1963,1625 Poplar St W,78207-1238,29.439797,-98.515324
1964,4163 Bloomdale,78218-3522,29.488557,-98.411663
1965,12700 O'Connor Rd,78233-5535,29.555626,-98.382608
1966,139 Sterling St,78220-3132,29.412454,-98.440164
1967,8631 Fairhaven St,78229-2001,29.519093,-98.564509
1968,3807 Eldridge Ave,78237-2701,29.41947,-98.564752
1969,5247 Village Row,78218-3847,29.487496,-98.383895
1970,3400 Salado Creek Dr,78217-3351,29.526629,-98.432635
1971,6302 Crystal Run,78238-1381,29.477807,-98.611653
1972,818 Loop 410 Nw,78216-5616,29.52016,-98.505126
1973,4402 Neer Ave,78213-3618,29.494636,-98.519183
1974,3707 St Mary'S N,78212-3130,29.458109,-98.478099
1975,743 Bynum Ave,78211-3407,29.360089,-98.561667
1976,4333 Hall Park Dr,78218-4312,29.487688,-98.407389
1977,8700 Post Oak Ln,78217-5113,29.518842,-98.434132
1978,130 Ligustrum E,78228-4007,29.465403,-98.563556
1979,8219 Mystic Chase,,29.425173,-98.494599
1980,103 Bonanza,78227-1502,29.434075,-98.591801
1981,3400 Salado Creek Dr,78217-3351,29.526629,-98.432635
1982,346 Irvington Dr,78209-4222,29.49419,-98.445656
1983,8211 Windover,78218-1557,29.511478,-98.411247
1984,14322 Indian Woods,78249-2050,29.577851,-98.567789
1985,2415 Westward Dr,78227-3520,29.406697,-98.631672
1986,2214 Andros Place,78227-2934,29.409103,-98.625205
1987,934 Koehler Ct,78223-2927,29.366436,-98.449943
1988,5100 Usaa Blvd,78240-5009,29.533941,-98.585397
1989,130 Ligustrum E,78228-4007,29.465403,-98.563556
1990,4811 Clark Ave,78223-3123,29.364723,-98.44799
1991,6102 Rose Valley,78242-2521,29.346295,-98.622017
1992,4934 Woodstone,78230-1122,29.552743,-98.579378
1993,911 Sumner,78218-4243,29.491022,-98.426307
1994,600 Groos Ave,78223,29.371338,-98.466695
1995,3518 Grant Ave,78201-3000,29.481489,-98.509544
1996,7535 Merton Minter,78229-4407,29.502824,-98.580995
1997,2147 Wyoming St,78203-1945,29.417618,-98.456978
1998,9827 Salisbury Dr,78217-4529,29.529515,-98.447787
1999,7535 Merton Minter,78229-4407,29.502824,-98.580995
2000,300 Spriggsdale,78220-1118,29.419331,-98.439673
2001,4266 Dexired,78222-4817,29.369306,-98.409576
2002,14203 Mesquite Smoke,78217-1313,29.570832,-98.407857
2003,11919 Ih 10 W,78230-1012,29.553583,-98.586481
2004,7535 Merton Minter,78229-4407,29.502824,-98.580995
2005,7535 Merton Minter,78229-4407,29.502824,-98.580995
2006,1427 Harry Wurzbach,78209-6113,29.474036,-98.435964
2007,818 Valley Hi Dr,78227-4604,29.380841,-98.640524
2008,103 Morgans Cir,78216-8506,29.550272,-98.473661
2009,359 Sussex Ave,78221-1909,29.353134,-98.494256
2010,2100 Frio City Rd,78226-1516,29.390432,-98.541739
2011,263 San Pablo Place,78237-3103,29.436082,-98.557169
2012,2215 Belknap,78212-1904,29.468631,-98.49739
2013,147 Sterling Dr,78220-3132,29.412447,-98.439791
2014,9955 Sable Arrow,78251-4332,29.482466,-98.68955
2015,500 General Mcmullen N,78228-6205,29.438927,-98.552937
2016,101 Wonder Pkwy,78213-4458,29.489363,-98.5301
2017,7430 Prue Rd,78249-5204,29.541891,-98.636241
2018,1505 Santa Barbara,78201-4130,29.470375,-98.519348
2019,215 San Saba S,78207-3101,29.424054,-98.500363
2020,3246 Bear Springs Dr,78245-2717,29.391344,-98.696889
2021,7451 Clear Water,78238-2748,29.490964,-98.636516
2022,7951 Melbury Forest,78239-3204,29.509538,-98.367839
2023,1222 Leal St,78207-2104,29.434971,-98.522419
2024,387 Weidner Rd N,78233-6154,29.536736,-98.379211
2025,900 Oblate,78216-7332,29.504332,-98.493516
2026,1106 Vance Jackson,78257,29.592858,-98.589437
2027,101 Westtrail Dr,78245,29.390058,-98.676431
2028,900 Oblate,78216-7332,29.504332,-98.493516
2029,10439 Catfish Ln,78224-3157,29.31258,-98.543916
2030,16643 Salt Grass,78247-1517,29.590402,-98.384156
2031,433 Stadium Dr,78212,29.460019,-98.481342
2032,10878 Lake Path Dr,78217-3240,29.537923,-98.434637
2033,1100 Rio Grande N,78202,29.428096,-98.447393
2034,6491 Eckhert Rd,78240,29.519229,-98.616031
2035,9803 Balboa Island,78245-9591,29.389963,-98.682952
2036,10102 Us Hwy 90 W,78236,29.387049,-98.677686
2037,7110 Basin,78216,29.501919,-98.48764
2038,5507 Wales Ave,78223-2843,29.371347,-98.431576
2039,9526 Tarleton,78223-4723,29.324734,-98.434382
2040,10102 Us Hwy 90 W,78236,29.387049,-98.677686
2041,125 San Gabriel S,78237-1937,29.430277,-98.560391
2042,8003 Maverick Climb,78250-6028,29.516149,-98.659673
2043,8525 Floyd Curl,78240-1516,29.521901,-98.590691
2044,3574 Glacier Lake,78222-3343,29.379686,-98.370216
2045,10102 Us Hwy 90 W,78236,29.387049,-98.677686
2046,215 San Saba S,78207-3101,29.424054,-98.500363
2047,8711 Cinnamon Crk,78240-4502,29.524498,-98.580545
2048,10700 Ingram Rd,78245-2103,29.426046,-98.666057
2049,11615 Open Meadow,78230-2119,29.547866,-98.557245
2050,300 Olmos Dr W,78212-1958,29.470935,-98.497157
2051,8438 Quail Creek Dr,78218-1505,29.514991,-98.416364
2052,339 Montrose,78223-2529,29.369673,-98.463485
2053,836 Ruiz St,78207-1628,29.435495,-98.51616
2054,4648 Martin St W,78237-1651,29.434251,-98.549225
2055,521 Geneseo Rd,78209-6165,29.469864,-98.44613
2056,844 Elizabeth Rd,78209-6139,29.472713,-98.437168
2057,521 Geneseo Rd,78209-6165,29.469864,-98.44613
2058,1111 Vista Valet Dr,78216,29.55814,-98.51217
2059,808 Terrell Rd,78209-6118,29.471336,-98.439359
2060,3098 Caliza Dr,78259,29.638234,-98.433522
2061,16110 Rocky Crk,78247-1155,29.586851,-98.36997
2062,4202 Swan Forest,78222-4901,29.372816,-98.410206
2063,4100 Kingston,78218,29.502825,-98.409455
2064,12112 O'Connor Rd,78233-5154,29.54931,-98.375057
2065,601 36Th St Nw,78237-1216,29.439087,-98.570937
2066,1106 Monterey St,78207-4329,29.424497,-98.510571
2067,5400 Port Townsend Dr,78242-3241,29.330685,-98.606872
2068,1703 Loop 1604 N W,78221,29.216218,-98.493725
2069,5531 Randolph Blvd,78233-6115,29.532054,-98.380374
2070,1405 Jackson-Keller Rd,78213-3478,29.50821,-98.515744
2071,12602 Jones Maltsberger Rd,78247-4211,29.557085,-98.463501
2072,100 Quill Dr E,78228-2938,29.46663,-98.567288
2073,1300 Elmendorf N,78207-1141,29.441505,-98.527649
2074,5945 Fairshire,78242-2223,29.351992,-98.615217
2075,4620 Thousand Oaks,78233-6925,29.543958,-98.399293
2076,4200 Director Dr,78219-3202,29.439043,-98.415204
2077,501 Sacramento,78212-1825,29.472431,-98.500504
2078,1818 Gaddis Blvd,78224-1600,29.342696,-98.538305
2079,2518 Belknap,78212-1511,29.471852,-98.497397
2080,10619 Ih 35 N,78233-6627,29.535625,-98.387239
2081,6025 Tezel Rd,78250-4146,29.489559,-98.665525
2082,6127 Callaghan Rd,78228-1117,29.488612,-98.575209
2083,7301 Pipers Blf,78251-1204,29.470044,-98.635297
2084,1803 Bandera Rd,78228-3802,29.470729,-98.573193
2085,645 Broadview Dr W,78228-4607,29.453292,-98.581463
2086,111 Soledad St,78205-2200,29.425329,-98.493039
2087,3338 Woodlawn W,78228-4848,29.457466,-98.561999
2088,6202 Amberwood Dr,78242-1222,29.370886,-98.607819
2089,6138 Pyrite Loop,78222-4146,29.366425,-98.368931
2090,2033 Laurel W,78201-6023,29.444322,-98.528567
2091,722 Avondale Ave,78223-2252,29.370645,-98.452481
2092,3847 Thousand Oaks,78217-1951,29.559546,-98.419308
2093,3026 El Paso St,78207-4603,29.421307,-98.534581
2094,524 Geneseo Rd,78209-6166,29.469864,-98.445809
2095,6211 New Braunfels Ave S,78223-3175,29.364302,-98.457158
2096,6473 De Zavala Rd,78249-2343,29.558916,-98.614973
2097,7119 Blanco Rd,78216-5022,29.522826,-98.505141
2098,1400 Fresno,78201-3515,29.474475,-98.518091
2099,203 General Mcmullen N,78237-1561,29.432405,-98.553952
2100,10500 Pleasanton Rd,78221,29.313367,-98.501968
2101,10419 Perrin Beitel,78217-3113,29.535118,-98.411098
2102,8330 Potranco Rd,78251-2988,29.448204,-98.650462
2103,202 Sharon Dr,78216-7320,29.501052,-98.495561
2104,3800 San Pedro Ave,78212-1829,29.469321,-98.499283
2105,206 Bedford Ave W,78226-1340,29.393899,-98.545229
2106,844 Elizabeth Rd,78209-6139,29.472713,-98.437168
2107,2701 Zarzamora N,78201-5423,29.456429,-98.523542
2108,1307 Rigsby Ave,78210-3746,29.398489,-98.448018
2109,215 Broadview W,78228-2807,29.469343,-98.57776
2110,1727 Thompson Place,78226-1223,29.396508,-98.556776
2111,4700 Stringfellow Dr,78223-1901,29.378962,-98.435469
2112,216 Yucca St,78203-2350,29.409418,-98.446488
2113,21355 Branding Bay,78259,29.639968,-98.397812
2114,4935 Joe Blanks St,78237-2260,29.429202,-98.58605
2115,8722 Timberwilde Dr,78250-4328,29.488367,-98.656375
2116,942 36Th St Nw,78228-5937,29.442518,-98.570536
2117,605 Squires Row,78213-2531,29.519549,-98.517813
2118,713 Chavaneaux W,78221-3910,29.320882,-98.51522
2119,8843 Grissom Rd,78251-2801,29.48027,-98.658889
2120,7407 Broadway,78215,29.44005,-98.477843
2121,316 San Gabriel N,78237-1534,29.4379,-98.558935
2122,208 Cherry S,,29.425173,-98.494599
2123,335 Oak Glen,78244-1638,29.473036,-98.356324
2124,3250 Thousand Oaks,78247-3561,29.571142,-98.434385
2125,4622 Hackberry St S,78223-1101,29.376397,-98.473406
2126,4423 Hall Park Dr,78218-4314,29.487689,-98.406381
2127,7208 Blanco Rd,78216-4931,29.523808,-98.504846
2128,1900 Willenbrock,78220,29.401,-98.39458
2129,12102 Raw Silver,78254-5787,29.528326,-98.731059
2130,6623 Babcock Rd,78249-2303,29.557196,-98.617202
2131,1103 Babcock Rd,78201-6905,29.483355,-98.556212
2132,9200 New Guilbeau Rd,78250-5802,29.52365,-98.674067
2133,836 Elizabeth Rd,78209-6139,29.472713,-98.437841
2134,106 Cyril,78218-1812,29.504157,-98.406176
2135,309 Calgary Ave,78226-1601,29.388944,-98.560025
2136,130 C St,78207-7461,29.400095,-98.531788
2137,50 Briggs Ave,78224-1267,29.355038,-98.548139
2138,1400 San Francisco,78201-4115,29.468739,-98.517375
2139,202 Ligustrum E,78228-4009,29.465553,-98.563567
2140,6022 Castle Vw,78218-4143,29.488622,-98.368823
2141,1100 Vera Cruz St,78207,29.4166,-98.517483
2142,7200 Presa St S,78223-3500,29.354054,-98.463247
2143,4427 Moana Dr,78218-3617,29.49401,-98.406101
2144,3030 Sir Phillip,78209-3517,29.496895,-98.440327
2145,333 Mason Rd,78208-1121,29.440289,-98.470385
2146,8100 Wurzbach Rd,78229-3802,29.514748,-98.577286
2147,5502 Painter Green,78240-3144,29.505363,-98.596057
2148,207 Mayberry Ave,78228-6030,29.440263,-98.564361
2149,337 Glendale Ave,78237-2236,29.427797,-98.582567
2150,2818 Austin Hwy,78218-1601,29.514278,-98.402738
2151,9000 Adams Hill Dr,78245,29.410457,-98.663926
2152,1200 Lombrano,78207,29.44429,-98.540322
2153,506 Brookview Dr,78213-4117,29.496129,-98.511164
2154,9765 Potranco Rd,78251,29.437637,-98.680944
2155,8103 North Holw,78240,29.51595,-98.60118
2156,4019 Anton Dr,78223-3270,29.363832,-98.417494
2157,101 Newbury Terrace,78209-2834,29.479114,-98.442031
2158,9500 Simplicity Dr,78245-1546,29.420117,-98.672266
2159,10102 Us Hwy 90 W,78236,29.387049,-98.677686
2160,9000 Adams Hill Dr,78245,29.410457,-98.663926
2161,1800 Mccullough Ave,78212-4024,29.446017,-98.49185
2162,3610 Ridge Country,78216-2322,29.557384,-98.475936
2163,801 Oblate,78216-7331,29.504335,-98.494874
2164,3501 Pin Oak Dr,78229-2672,29.498719,-98.553218
2165,1353 French Place W,78201-6352,29.450705,-98.514892
2166,1906 Wrangler Dr,78227-2763,29.413923,-98.642582
2167,346 Wayside Dr,78213-3531,29.502236,-98.534269
2168,3538 Pin Oak Dr,78229-3019,29.500601,-98.554775
2169,3431 Oakdale,78229,29.5021,-98.55075
2170,5102 Gawain Dr,78218-2705,29.505943,-98.390926
2171,1734 Saenz,78214,29.319297,-98.469171
2172,9418 Guilbeau,78250-3030,29.518986,-98.668063
2173,900 Calaveras N,78207,29.436689,-98.523603
2174,6785 Cagnon Rd,78252,29.364406,-98.707278
2175,5500 Cagnon Rd,78252,29.376153,-98.7073
2176,1100 Brazos St S,78207,29.416316,-98.514661
2177,115 Comfort,78228-5022,29.461834,-98.552713
2178,800 Erie,78212-4404,29.44004,-98.489402
2179,7702 Northway,78213-3125,29.505501,-98.519242
2180,454 Westminster,78228-5429,29.451636,-98.557726
2181,307 Octavia Place,78214-1512,29.381373,-98.495523
2182,220 Sherwood Dr,78201-2817,29.483408,-98.531378
2183,1522 Lennon Ave,78223-2580,29.371459,-98.471857
2184,103 Morgans Cir,78216-8506,29.550272,-98.473661
2185,4411 Moana Dr,78218-3617,29.49401,-98.406493
2186,4907 Blanco Rd,78212-1033,29.493011,-98.507825
2187,615 Theo Ave E,78210,29.390124,-98.497418
2188,227 Edna Ave,78220-1225,29.417466,-98.437505
2189,2907 Martin Luther King Dr,78220-3141,29.413421,-98.43966
2190,600 Gramercy Place W,78212-2767,29.460628,-98.502867
2191,203 Rollins Ave,78228-5506,29.44782,-98.54539
2192,306 Inez Ave,78228-6026,29.441195,-98.56646
2193,7314 Desilu Dr,78240-2320,29.504874,-98.596283
2194,4660 Thousand Oaks,78233-6971,29.542851,-98.397857
2195,212 26Th St Nw,78237-1603,29.431448,-98.544839
2196,8600 Mission Pkwy,78223,29.340658,-98.458851
2197,903 Weizmann,78213-4531,29.492073,-98.519869
2198,1430 El Monte Blvd,78201-2433,29.485011,-98.518614
2199,948 Thompson Place,78226-1422,29.3952,-98.539644
2200,4814 Fairford Dr,78228-1012,29.486013,-98.582849
2201,2019 Mayfield Blvd W,78211-3363,29.36417,-98.565409
2202,7100 Fm 1560 N,78254-9528,29.503342,-98.72775
2203,1215 Pasadena,78201-4205,29.469542,-98.514319
2204,1619 El Monte Blvd,78201-2314,29.484986,-98.521532
2205,306 Inez Ave,78228-6026,29.441195,-98.56646
2206,1530 Santa Anna,78201-4123,29.471187,-98.520252
2207,5302 Military Dr W,78242-1227,29.372269,-98.605545
2208,8783 Wurzbach Rd,78240-1190,29.524372,-98.569048
2209,3099 Houston St E,78219-3703,29.425039,-98.440769
2210,341 Dickson Ave W,78214-2423,29.358966,-98.50104
2211,5151 Overpool,78228-3647,29.457598,-98.589464
2212,7300 Yarrow Blvd,78224,29.356632,-98.54146
2213,3847 Thousand Oaks,78217-1951,29.559546,-98.419308
2214,2300 Lockhill-Selma Rd,78230,29.542921,-98.530422
2215,10607 Cedar Elm,78230-4337,29.536847,-98.536943
2216,11421 Mission Trace,78230-2113,29.546521,-98.557801
2217,803 Loop 410 Access Nw,78216-5614,29.520921,-98.50554
2218,403 Wildwood W,78212-1327,29.479477,-98.501789
2219,423 Ashby Place E,78212-3713,29.449129,-98.489693
2220,210 Adolph,78211-2717,29.367707,-98.52027
2221,93 Shasta Ave,78221-1656,29.354926,-98.503102
2222,3526 Poplar St W,78228-6432,29.442691,-98.546829
2223,5005 Timberhill Dr,78238-3517,29.480678,-98.627731
2224,200 Country Ln,78209-2230,29.512499,-98.452159
2225,522 Sumner,78209-4949,29.488492,-98.437106
2226,700 Rio Grande S,78202,29.424838,-98.447408
2227,7322 Painter Way,78240-3978,29.507185,-98.596048
2228,136 Craig Place E,78212-3414,29.451959,-98.492388
2229,3122 Durango Blvd W,78207-4020,29.42438,-98.532922
2230,1503 Socorro St,78214-3447,29.316035,-98.473457
2231,1080 Arion Cir,78216-2829,29.550879,-98.477612
2232,8030 Campfire,78227-2670,29.408301,-98.647135
2233,570 San Joaquin N,78228-6136,29.445441,-98.560605
2234,818 Patton,78237-4344,29.407055,-98.555471
2235,2425 Thousand Oaks,78232-3206,29.585653,-98.45067
2236,638 Theo Ave E,78210-4510,29.38997,-98.496525
2237,1019 Hermosa W,78201-3054,29.478796,-98.510335
2238,11903 Perla Joy,78253-7320,29.497555,-98.725871
2239,12250 Vance Jackson,78257,29.592858,-98.589437
2240,2623 Ih 35 N,78208-1848,29.439598,-98.450864
2241,8647 Tamarisk,78240-3732,29.522942,-98.632015
2242,255 Basse Rd E,78209-8328,29.494346,-98.479563
2243,7930 Flores St S,78221-2416,29.346673,-98.486634
2244,3219 Heather Hill,78228-3902,29.464859,-98.573317
2245,2142 Nueces S,78207-2941,29.431559,-98.518118
2246,3526 Poplar St W,78228-6432,29.442691,-98.546829
2247,9035 Yett Ave,78221-4131,29.332422,-98.492965
2248,1300 Callaghan Rd,78228-4309,29.448931,-98.602676
2249,211 Lemonwood Dr,78213-2410,29.521227,-98.522083
2250,9206 Oak Downs,78230-5227,29.526558,-98.533875
2251,546 Kayton Ave,78210-3502,29.39741,-98.463496
2252,203 Mcdonald,78210-4932,29.381017,-98.484417
2253,116 Parkview Dr,78210-4533,29.391066,-98.495675
2254,6100 Walzem Rd,78218-2109,29.504927,-98.367801
2255,4723 Martin St W,78237,29.434351,-98.550268
2256,136 Craig Place E,78212-3414,29.451959,-98.492388
2257,4503 Oakfield Way,78251-4715,29.474371,-98.641021
2258,6000 Kingston,78218,29.502825,-98.409455
2259,305 Arlington Ct,78210-5016,29.390367,-98.474956
2260,10400 Moonglow,78216-3408,29.535086,-98.50092
2261,6030 Old Pearsall Rd,78242-2612,29.344914,-98.616233
2262,400 Stonewall Ave,78214-1904,29.373527,-98.504538
2263,4843 Lyceum Dr,78229-5058,29.495154,-98.581058
2264,939 Koehler Ct,78223-2958,29.366431,-98.450566
2265,3600 Piedmont Ave,78223-1368,29.381559,-98.467765
2266,300 Porter St,78210-2271,29.405902,-98.46542
2267,4310 Jung Rd,78247-2230,29.576206,-98.407837
2268,8926 Branding Field,78240-5445,29.524567,-98.584414
2269,5900 Fairshire,78242-2223,29.35171,-98.612899
2270,8926 Branding Field,78240-5445,29.524567,-98.584414
2271,1500 Evans Rd,78258-6900,29.638761,-98.46924
2272,9000 Adams Hill Dr,78245,29.410457,-98.663926
2273,4022 Briarcrest Dr,78247-2730,29.574377,-98.411473
2274,910 Rockwell Blvd,78224-2709,29.327258,-98.523191
2275,11723 Whisper Valley,78230-3739,29.549848,-98.541879
2276,1431 Alametos St,78201-3620,29.476848,-98.518552
2277,546 Kayton Ave,78210-3502,29.39741,-98.463496
2278,4300 Emory Oak Dr,78223,29.351706,-98.41238
2279,8600 Mission Pkwy,78223,29.340658,-98.458851
2280,351 Hafer E,78214-1502,29.382187,-98.495814
2281,1435 Aylsbury Dr,78216-2927,29.551755,-98.472564
2282,13823 Parksite Woods,78249-1822,29.57235,-98.574781
2283,122 Janis Rae,78201-3812,29.476178,-98.541817
2284,5423 Stonybrook Dr,78242-1307,29.365217,-98.602293
2285,220 Lubbock E,78204-2925,29.397307,-98.502633
2286,9235 Wind Talker,78251-4967,29.449805,-98.665124
2287,6718 Desilu Dr,78240-3453,29.496302,-98.596457
2288,500 Walton Ave,78225-1460,29.393478,-98.528839
2289,10419 Perrin Beitel,78217-3113,29.535118,-98.411098
2290,200 Weidner Rd S,78233-6228,29.531343,-98.379148
2291,2800 Lombrano,78207,29.44429,-98.540322
2292,10218 Squanto,78230-3340,29.536277,-98.550192
2293,5806 Royal Haven,78239-1407,29.536751,-98.373452
2294,502 Hudson,78202-1633,29.431089,-98.45339
2295,903 Leahy,78221-1047,29.364706,-98.519707
2296,427 Princeton,78201-6323,29.445821,-98.513955
2297,2802 Lasses,78223-3730,29.355669,-98.446927
2298,8434 Ahern Dr,78216-5725,29.514616,-98.495626
2299,123 Christine Dr,78223-1213,29.37964,-98.468418
2300,844 San Joaquin S,78237-2878,29.420018,-98.564246
2301,1814 Ellison Dr S,78245-1767,29.413768,-98.677708
2302,6014 Fishers Bend,78242-2909,29.337407,-98.615175
2303,319 Yolanda,78228-5864,29.446696,-98.578213
2304,2802 Lasses,78223-3730,29.355669,-98.446927
2305,138 Sharon Dr,78216-7318,29.501304,-98.49586
2306,3311 Thousand Oaks,78247-3320,29.571325,-98.434624
2307,1600 Southcross Blvd E,78223,29.375478,-98.470768
2308,600 Vance Jackson,78257,29.592858,-98.589437
2309,4206 Waldon Pond,78245-9597,29.389857,-98.682921
2310,8600 Mission Pkwy,78223,29.340658,-98.458851
2311,13616 Primwood,78233-4972,29.565283,-98.37911
2312,309 Margaret,78209,29.455022,-98.469585
2313,8500 Wurzbach Rd,78240-1241,29.520125,-98.573209
2314,7606 Northway,78213-3124,29.504549,-98.519578
2315,323 Carson E,78208-1102,29.441567,-98.470829
2316,10102 Us Hwy 90 W,78236,29.387049,-98.677686
2317,326 Funston Place,78209-6819,29.457637,-98.464039
2318,800 Cross Crk,78218-1621,29.512004,-98.402903
2319,1400 Swaying Oaks,78227-2029,29.420696,-98.620509
2320,162 Algerita,78230-4613,29.530035,-98.537887
2321,3847 Thousand Oaks,78217-1951,29.559546,-98.419308
2322,11903 Four Colonies,78249-3402,29.555328,-98.602053
2323,12615 Judson Rd,78233-4104,29.554408,-98.356751
2324,15207 Eaglebrook,78232-4205,29.576411,-98.448514
2325,4617 Senisa Spgs,78251-3503,29.47789,-98.66727
2326,714 Grove Bend,78253-5368,29.439946,-98.75022
2327,3440 Fredericksburg Rd,78201,29.47516,-98.536701
2328,9500 Arcadia Crk,78251-3554,29.481434,-98.669088
2329,1700 Rogers Ave,78208-1934,29.439605,-98.462042
2330,222 Spriggsdale,78220-1118,29.417952,-98.439364
2331,4615 Evans Rd E,78259,29.644614,-98.398786
2332,1442 Aylsbury Dr,78216-2928,29.551755,-98.472564
2333,14719 Ridge Meadow Dr,78233-3933,29.57556,-98.365261
2334,6900 Brownleaf Dr,78227,29.429546,-98.625972
2335,6946 Sunbelt Dr S,78218-3335,29.491158,-98.428467
2336,300 Olmos Dr W,78212-1958,29.470935,-98.497157
2337,8000 Flores St S,78221,29.345521,-98.486103
2338,8600 Mission Pkwy,78223,29.340658,-98.458851
2339,615 Wyndale,78209-2441,29.511675,-98.438407
2340,4310 Neer Ave,78213-3617,29.494123,-98.519276
2341,14300 Toepperwein,78233,29.570736,-98.356992
2342,6944 Sunbelt Dr S,78218-3335,29.491504,-98.428698
2343,603 Oblate,78216-7327,29.504329,-98.497817
2344,1946 Shipman,78219-2330,29.451245,-98.431994
2345,128 Main Plaza,78227-5211,29.402166,-98.638924
2346,1064 Vance Jackson,78257,29.592858,-98.589437
2347,1711 Mardell St,78201-2338,29.484168,-98.523056
2348,12114 Cherry Blossom,78247-4310,29.551439,-98.460917
2349,3500 Ticonderoga,78230-3255,29.53635,-98.552538
2350,5031 Benham,78220-4919,29.407554,-98.393073
2351,11000 Belair Dr,78213-1429,29.540027,-98.526639
2352,132 Sharon Dr,78216-7318,29.50171,-98.496336
2353,20990 Ih 10 W,78257-1621,29.637089,-98.61445
2354,12302 Independence Ave,78233-5212,29.552221,-98.372551
2355,1222 Marseilles,78219-2516,29.44054,-98.426144
